id,mailto_wave2
1877,TRUE
1878,TRUE
1879,TRUE
1883,TRUE
1885,TRUE
1891,TRUE
1892,TRUE
1895,TRUE
1896,TRUE
1899,TRUE
1901,TRUE
1906,TRUE
1909,FALSE
1910,TRUE
1911,TRUE
1914,TRUE
1915,TRUE
1916,TRUE
1917,TRUE
1924,TRUE
1926,TRUE
1928,TRUE
1930,TRUE
1934,TRUE
1935,TRUE
1936,TRUE
1937,TRUE
1940,TRUE
1941,FALSE
1943,TRUE
1949,FALSE
1951,TRUE
1955,TRUE
1957,TRUE
1959,FALSE
1966,TRUE
1970,TRUE
1975,TRUE
1977,TRUE
1981,TRUE
1985,TRUE
1986,TRUE
1987,TRUE
1990,TRUE
1996,TRUE
2002,FALSE
2009,FALSE
2010,TRUE
2018,TRUE
2020,TRUE
2026,TRUE
2027,TRUE
2030,TRUE
2033,TRUE
2038,FALSE
2040,TRUE
2042,FALSE
2044,TRUE
2048,TRUE
2054,TRUE
2055,TRUE
2059,TRUE
2063,TRUE
2065,TRUE
2070,TRUE
2072,TRUE
2075,FALSE
2078,TRUE
2079,TRUE
2081,TRUE
2084,TRUE
2089,FALSE
2092,FALSE
2093,TRUE
2103,TRUE
2107,TRUE
2108,TRUE
2109,TRUE
2114,TRUE
2115,TRUE
2118,TRUE
2121,TRUE
2134,TRUE
2135,TRUE
2137,TRUE
2138,TRUE
2140,TRUE
2143,TRUE
2144,TRUE
2149,TRUE
2152,TRUE
2153,TRUE
2158,TRUE
2161,TRUE
2162,TRUE
2164,TRUE
2166,TRUE
2170,TRUE
2171,TRUE
2172,TRUE
2175,TRUE
2176,TRUE
2177,FALSE
2180,TRUE
2182,TRUE
2184,TRUE
2186,TRUE
2189,TRUE
2190,TRUE
2197,TRUE
2198,FALSE
2201,FALSE
2207,TRUE
2208,TRUE
2210,TRUE
2211,TRUE
2216,TRUE
2222,TRUE
2232,FALSE
2234,TRUE
2237,TRUE
2238,TRUE
2241,TRUE
2248,TRUE
2249,TRUE
2255,TRUE
2258,TRUE
2261,TRUE
2262,TRUE
2264,TRUE
2269,TRUE
2271,TRUE
2272,FALSE
2273,TRUE
2277,TRUE
2281,FALSE
2284,TRUE
2285,FALSE
2290,FALSE
2291,TRUE
2298,TRUE
2302,FALSE
2303,TRUE
2308,FALSE
2317,TRUE
2320,TRUE
2321,TRUE
2325,FALSE
2334,TRUE
2337,TRUE
2339,FALSE
2341,TRUE
2348,TRUE
2352,TRUE
2354,TRUE
2355,TRUE
2357,TRUE
2361,TRUE
2369,FALSE
2370,TRUE
2371,TRUE
2374,FALSE
2375,TRUE
2377,TRUE
2381,TRUE
2382,TRUE
2383,TRUE
2384,TRUE
2385,TRUE
2386,TRUE
2387,TRUE
2392,TRUE
2397,TRUE
2400,TRUE
2403,TRUE
2405,TRUE
2406,FALSE
2407,TRUE
2413,TRUE
2419,TRUE
2422,TRUE
2427,FALSE
2433,TRUE
2437,TRUE
2443,TRUE
2447,FALSE
2449,TRUE
2457,FALSE
2461,TRUE
2463,TRUE
2464,TRUE
2468,TRUE
2470,FALSE
2474,TRUE
2475,TRUE
2476,TRUE
2483,TRUE
2484,TRUE
2485,TRUE
2489,TRUE
2494,TRUE
2498,TRUE
2500,FALSE
2503,TRUE
2505,TRUE
2507,FALSE
2509,TRUE
2513,TRUE
2516,TRUE
2521,TRUE
2524,TRUE
2525,TRUE
2526,TRUE
2537,TRUE
2538,FALSE
2539,TRUE
2540,TRUE
2541,TRUE
2544,TRUE
2547,FALSE
2554,FALSE
2557,TRUE
2560,TRUE
2561,TRUE
2563,TRUE
2564,TRUE
2567,TRUE
2569,TRUE
2571,TRUE
2572,FALSE
2575,TRUE
2576,TRUE
2577,TRUE
2578,TRUE
2582,TRUE
2585,TRUE
2588,FALSE
2593,TRUE
2595,TRUE
2596,TRUE
2598,TRUE
2602,TRUE
2603,TRUE
2612,TRUE
2614,FALSE
2619,TRUE
2620,TRUE
2622,TRUE
2636,TRUE
2637,FALSE
2638,TRUE
2640,TRUE
2642,TRUE
2643,TRUE
2644,TRUE
2646,TRUE
2649,TRUE
2651,TRUE
2655,TRUE
2662,FALSE
2670,TRUE
2671,TRUE
2674,TRUE
2676,TRUE
2678,TRUE
2681,TRUE
2691,TRUE
2692,TRUE
2693,TRUE
2697,TRUE
2700,TRUE
2705,TRUE
2713,TRUE
2714,TRUE
2716,FALSE
2718,TRUE
2721,TRUE
2726,TRUE
2727,TRUE
2728,FALSE
2732,TRUE
2749,TRUE
2757,TRUE
2765,TRUE
2770,TRUE
2771,TRUE
2774,TRUE
2779,TRUE
2785,TRUE
2787,TRUE
2792,TRUE
2795,TRUE
2800,TRUE
2804,TRUE
2812,TRUE
2815,TRUE
2819,TRUE
2823,TRUE
2824,TRUE
2832,TRUE
2838,TRUE
2840,TRUE
2841,TRUE
2842,TRUE
2844,TRUE
2845,TRUE
2855,TRUE
2857,TRUE
2858,TRUE
2863,FALSE
2864,TRUE
2869,TRUE
2875,TRUE
2880,TRUE
2883,TRUE
2886,FALSE
2892,TRUE
2893,TRUE
2895,FALSE
2898,TRUE
2899,FALSE
2901,TRUE
2904,TRUE
2905,TRUE
2907,TRUE
2909,TRUE
2912,TRUE
2913,FALSE
2914,TRUE
2915,FALSE
2917,FALSE
2919,FALSE
2920,TRUE
2925,TRUE
2929,TRUE
2931,TRUE
2941,TRUE
2943,TRUE
2945,TRUE
2963,TRUE
2966,TRUE
2968,TRUE
2969,TRUE
2970,TRUE
2973,TRUE
2974,TRUE
2977,TRUE
2980,TRUE
2986,TRUE
2988,FALSE
2989,TRUE
2990,TRUE
2992,TRUE
2994,TRUE
2997,TRUE
2999,TRUE
3004,TRUE
3007,TRUE
3008,TRUE
3009,TRUE
3011,TRUE
3013,TRUE
3014,TRUE
3015,TRUE
3018,TRUE
3021,TRUE
3033,TRUE
3035,TRUE
3038,TRUE
3052,TRUE
3058,TRUE
3060,TRUE
3064,TRUE
3065,TRUE
3068,TRUE
3070,TRUE
3073,TRUE
3074,TRUE
3080,TRUE
3082,TRUE
3084,TRUE
3086,FALSE
3089,TRUE
3093,TRUE
3102,TRUE
3104,TRUE
3105,TRUE
3106,FALSE
3107,TRUE
3109,TRUE
3110,TRUE
3111,TRUE
3116,FALSE
3121,TRUE
3125,FALSE
3128,TRUE
3129,TRUE
3134,TRUE
3137,FALSE
3138,TRUE
3141,FALSE
3143,TRUE
3154,TRUE
3157,FALSE
3158,TRUE
3159,TRUE
3161,TRUE
3167,TRUE
3177,TRUE
3182,TRUE
3183,TRUE
3186,FALSE
3193,TRUE
3198,TRUE
3201,TRUE
3203,TRUE
3205,TRUE
3207,TRUE
3210,TRUE
3212,TRUE
3220,TRUE
3228,TRUE
3232,TRUE
3235,TRUE
3236,TRUE
3242,TRUE
3244,TRUE
3246,TRUE
3248,TRUE
3255,TRUE
3260,TRUE
3262,TRUE
3264,FALSE
3277,TRUE
3279,TRUE
3281,TRUE
3284,TRUE
3286,TRUE
3288,TRUE
3292,TRUE
3294,TRUE
3296,TRUE
3302,TRUE
3304,TRUE
3305,TRUE
3307,TRUE
3308,TRUE
3310,TRUE
3311,TRUE
3318,TRUE
3321,TRUE
3325,TRUE
3332,TRUE
3337,TRUE
3339,TRUE
3340,FALSE
3350,TRUE
3352,TRUE
3354,TRUE
3355,TRUE
3359,TRUE
3368,TRUE
3370,TRUE
3374,TRUE
3377,TRUE
3380,TRUE
3382,TRUE
3384,TRUE
3392,TRUE
3393,TRUE
3402,TRUE
3414,TRUE
3415,TRUE
3418,TRUE
3419,TRUE
3421,TRUE
3427,TRUE
3430,TRUE
3432,TRUE
3434,TRUE
3440,TRUE
3446,TRUE
3450,TRUE
3451,TRUE
3453,TRUE
3460,TRUE
3467,TRUE
3470,TRUE
3471,TRUE
3472,TRUE
3476,FALSE
3478,TRUE
3486,TRUE
3489,TRUE
3493,TRUE
3494,FALSE
3495,FALSE
3500,TRUE
3506,TRUE
3510,TRUE
3518,TRUE
3530,FALSE
3533,TRUE
3539,FALSE
3546,TRUE
3552,TRUE
3558,TRUE
3559,TRUE
3563,TRUE
3566,TRUE
3575,TRUE
3576,TRUE
3577,TRUE
3581,TRUE
3586,TRUE
3588,TRUE
3591,TRUE
3595,TRUE
3604,TRUE
3613,TRUE
3615,TRUE
3621,TRUE
3622,TRUE
3623,TRUE
3631,TRUE
3632,TRUE
3634,FALSE
3636,TRUE
3642,TRUE
3644,TRUE
3654,TRUE
3656,TRUE
3664,TRUE
3665,TRUE
3668,TRUE
3670,TRUE
3672,TRUE
3675,FALSE
3680,TRUE
3685,TRUE
3688,TRUE
3693,TRUE
3694,TRUE
3702,TRUE
3704,TRUE
3711,TRUE
3718,TRUE
3721,TRUE
3723,TRUE
3729,TRUE
3730,TRUE
3732,TRUE
3735,TRUE
3740,TRUE
3741,TRUE
3744,TRUE
3748,TRUE
3749,TRUE
3750,TRUE
3755,TRUE
3756,TRUE
3760,TRUE
3768,TRUE
3773,FALSE
3774,TRUE
3775,TRUE
3777,TRUE
3778,TRUE
3781,TRUE
3784,TRUE
3785,TRUE
3786,TRUE
3791,TRUE
3799,TRUE
3800,TRUE
3808,FALSE
3810,TRUE
3811,TRUE
3816,TRUE
3820,TRUE
3821,TRUE
3822,TRUE
3825,TRUE
3826,FALSE
3828,TRUE
3829,FALSE
3830,TRUE
3831,TRUE
3833,TRUE
3838,FALSE
3840,TRUE
3845,TRUE
3850,TRUE
3854,TRUE
3857,TRUE
3858,TRUE
3864,TRUE
3865,TRUE
3870,TRUE
3871,TRUE
3872,TRUE
3874,TRUE
3877,TRUE
3879,TRUE
3882,TRUE
3883,TRUE
3886,TRUE
3892,TRUE
3894,TRUE
3898,TRUE
3902,TRUE
3903,TRUE
3906,TRUE
3907,TRUE
3911,TRUE
3913,TRUE
3916,TRUE
3920,TRUE
3922,TRUE
3923,FALSE
3927,FALSE
3932,TRUE
3938,TRUE
3943,TRUE
3949,TRUE
3952,TRUE
3955,TRUE
3957,TRUE
3964,TRUE
3965,TRUE
3980,TRUE
3981,TRUE
3982,TRUE
3984,TRUE
3989,TRUE
3990,TRUE
3998,FALSE
4001,TRUE
4003,TRUE
4009,TRUE
4011,TRUE
4012,TRUE
4018,FALSE
4020,TRUE
4024,TRUE
4025,TRUE
4028,TRUE
4033,TRUE
4034,TRUE
4038,TRUE
4039,TRUE
4044,FALSE
4049,FALSE
4051,TRUE
4053,TRUE
4058,TRUE
4060,TRUE
4062,TRUE
4068,FALSE
4069,TRUE
4070,TRUE
4072,TRUE
4075,TRUE
4077,TRUE
4081,TRUE
4101,TRUE
4113,TRUE
4114,TRUE
4116,TRUE
4117,TRUE
4120,TRUE
4122,FALSE
4128,TRUE
4133,TRUE
4134,FALSE
4136,TRUE
4143,TRUE
4150,TRUE
4151,FALSE
4152,TRUE
4154,TRUE
4161,TRUE
4164,TRUE
4167,TRUE
4184,TRUE
4185,FALSE
4189,TRUE
4195,TRUE
4200,TRUE
4203,TRUE
4206,TRUE
4208,TRUE
4209,FALSE
4210,TRUE
4212,TRUE
4217,FALSE
4218,TRUE
4220,TRUE
4226,TRUE
4235,TRUE
4237,TRUE
4247,TRUE
4250,TRUE
4256,TRUE
4259,TRUE
4260,TRUE
4264,TRUE
4265,TRUE
4266,FALSE
4270,TRUE
4273,TRUE
4274,TRUE
4275,TRUE
4278,TRUE
4286,TRUE
4287,TRUE
4290,TRUE
4291,TRUE
4295,TRUE
4306,TRUE
4314,FALSE
4316,TRUE
4317,TRUE
4318,TRUE
4320,TRUE
4324,TRUE
4329,FALSE
4332,TRUE
4333,TRUE
4344,TRUE
4351,TRUE
4352,FALSE
4354,TRUE
4358,TRUE
4363,TRUE
4365,TRUE
4375,TRUE
4378,TRUE
4379,TRUE
4380,TRUE
4381,TRUE
4382,FALSE
4383,TRUE
4384,TRUE
4390,TRUE
4392,FALSE
4397,TRUE
4400,TRUE
4403,TRUE
4404,TRUE
4405,TRUE
4406,TRUE
4407,TRUE
4408,TRUE
4409,TRUE
4413,TRUE
4414,TRUE
4419,TRUE
4420,TRUE
4423,TRUE
4425,TRUE
4427,TRUE
4429,FALSE
4430,TRUE
4447,TRUE
4450,TRUE
4453,TRUE
4454,TRUE
4456,TRUE
4458,TRUE
4459,TRUE
4462,TRUE
4468,TRUE
4470,TRUE
4480,TRUE
4483,TRUE
4485,TRUE
4487,TRUE
4489,TRUE
4493,TRUE
4494,TRUE
4495,TRUE
4496,TRUE
4497,TRUE
4506,TRUE
4511,TRUE
4514,TRUE
4519,TRUE
4520,TRUE
4523,FALSE
4524,TRUE
4528,TRUE
4535,TRUE
4536,TRUE
4537,TRUE
4538,TRUE
4539,TRUE
4541,TRUE
4554,TRUE
4559,TRUE
4561,TRUE
4562,TRUE
4565,TRUE
4568,TRUE
4570,FALSE
4573,TRUE
4574,TRUE
4582,TRUE
4584,TRUE
4586,TRUE
4588,FALSE
4589,TRUE
4590,TRUE
4591,TRUE
4595,TRUE
4597,TRUE
4605,TRUE
4609,TRUE
4612,TRUE
4613,FALSE
4615,TRUE
4631,TRUE
4634,TRUE
4640,TRUE
4641,TRUE
4642,FALSE
4643,TRUE
4646,TRUE
4648,TRUE
4649,TRUE
4653,TRUE
4655,TRUE
4656,TRUE
4661,TRUE
4662,TRUE
4667,FALSE
4671,TRUE
4672,TRUE
4675,TRUE
4677,TRUE
4678,TRUE
4683,TRUE
4684,TRUE
4688,TRUE
4691,TRUE
4695,TRUE
4697,TRUE
4700,TRUE
4702,TRUE
4708,TRUE
4713,TRUE
4714,FALSE
4718,TRUE
4719,TRUE
4723,TRUE
4733,TRUE
4734,FALSE
4739,TRUE
4740,TRUE
4741,TRUE
4747,TRUE
4751,TRUE
4752,TRUE
4756,TRUE
4761,TRUE
4763,TRUE
4765,TRUE
4767,TRUE
4768,TRUE
4769,FALSE
4770,TRUE
4779,TRUE
4782,FALSE
4787,TRUE
4793,TRUE
4800,TRUE
4801,TRUE
4806,TRUE
4807,TRUE
4808,TRUE
4810,TRUE
4811,TRUE
4813,TRUE
4814,FALSE
4822,TRUE
4824,TRUE
4832,TRUE
4834,TRUE
4835,TRUE
4837,TRUE
4841,TRUE
4844,TRUE
4845,TRUE
4846,FALSE
4848,TRUE
4857,TRUE
4865,TRUE
4874,TRUE
4875,TRUE
4881,TRUE
4882,TRUE
4883,FALSE
4884,TRUE
4893,TRUE
4906,TRUE
4908,TRUE
4910,TRUE
4913,FALSE
4916,TRUE
4917,TRUE
4921,TRUE
4923,FALSE
4925,FALSE
4933,TRUE
4941,TRUE
4948,TRUE
4950,TRUE
4951,TRUE
4957,TRUE
4958,TRUE
4959,TRUE
4961,TRUE
4962,FALSE
4963,TRUE
4964,FALSE
4966,TRUE
4968,TRUE
4971,TRUE
4977,TRUE
4979,FALSE
4986,TRUE
4990,TRUE
4993,TRUE
4997,FALSE
5000,TRUE
5003,TRUE
5005,TRUE
5011,TRUE
5012,TRUE
5013,TRUE
5014,TRUE
5024,TRUE
5027,TRUE
5033,TRUE
5034,TRUE
5044,FALSE
5045,TRUE
5047,TRUE
5048,TRUE
5049,TRUE
5052,TRUE
5054,TRUE
5061,TRUE
5062,TRUE
5064,TRUE
5069,TRUE
5075,TRUE
5077,TRUE
5079,TRUE
5080,TRUE
5084,TRUE
5085,TRUE
5087,TRUE
5088,FALSE
5090,TRUE
5091,FALSE
5093,TRUE
5096,TRUE
5099,TRUE
5103,TRUE
5104,TRUE
5106,TRUE
5108,FALSE
5110,TRUE
5115,TRUE
5117,TRUE
5122,TRUE
5123,TRUE
5127,TRUE
5134,TRUE
5143,TRUE
5145,TRUE
5147,TRUE
5148,TRUE
5152,FALSE
5153,TRUE
5158,TRUE
5160,TRUE
5164,TRUE
5171,TRUE
5174,TRUE
5175,FALSE
5177,TRUE
5186,TRUE
5189,TRUE
5190,TRUE
5194,TRUE
5197,TRUE
5201,TRUE
5210,FALSE
5213,TRUE
5214,TRUE
5217,TRUE
5221,TRUE
5222,TRUE
5223,TRUE
5225,TRUE
5226,TRUE
5228,TRUE
5231,TRUE
5234,TRUE
5239,FALSE
5244,TRUE
5245,TRUE
5246,TRUE
5252,TRUE
5255,TRUE
5256,TRUE
5257,TRUE
5258,TRUE
5261,TRUE
5266,TRUE
5268,TRUE
5276,TRUE
5288,FALSE
5289,TRUE
5291,TRUE
5292,TRUE
5301,FALSE
5308,TRUE
5309,TRUE
5312,TRUE
5317,TRUE
5319,TRUE
5322,FALSE
5323,TRUE
5326,TRUE
5328,TRUE
5329,TRUE
5332,TRUE
5334,TRUE
5337,TRUE
5348,FALSE
5362,TRUE
5373,TRUE
5375,TRUE
5380,TRUE
5381,TRUE
5384,FALSE
5385,TRUE
5389,TRUE
5390,TRUE
5392,TRUE
5396,TRUE
5397,TRUE
5401,TRUE
5405,TRUE
5409,TRUE
5410,TRUE
5412,TRUE
5418,TRUE
5423,FALSE
5425,TRUE
5427,FALSE
5436,TRUE
5437,TRUE
5451,TRUE
5454,TRUE
5455,TRUE
5457,TRUE
5469,FALSE
5472,TRUE
5474,TRUE
5480,TRUE
5485,TRUE
5488,TRUE
5492,FALSE
5494,TRUE
5502,TRUE
5504,FALSE
5505,TRUE
5507,TRUE
5509,TRUE
5513,TRUE
5515,TRUE
5526,TRUE
5532,TRUE
5536,TRUE
5539,TRUE
5542,TRUE
5544,TRUE
5547,TRUE
5551,TRUE
5553,TRUE
5556,TRUE
5559,TRUE
5560,TRUE
5572,FALSE
5576,TRUE
5579,TRUE
5582,TRUE
5584,TRUE
5589,TRUE
5590,TRUE
5593,TRUE
5599,TRUE
5607,TRUE
5608,TRUE
5610,TRUE
5611,TRUE
5612,FALSE
5614,TRUE
5618,TRUE
5619,TRUE
5621,TRUE
5623,TRUE
5626,TRUE
5630,FALSE
5631,TRUE
5635,TRUE
5645,TRUE
5649,TRUE
5655,TRUE
5667,TRUE
5668,TRUE
5669,TRUE
5672,TRUE
5673,TRUE
5676,TRUE
5680,TRUE
5681,TRUE
5685,FALSE
5686,TRUE
5690,TRUE
5692,TRUE
5694,TRUE
5695,FALSE
5698,TRUE
5701,TRUE
5703,TRUE
5705,TRUE
5708,TRUE
5711,TRUE
5721,TRUE
5724,TRUE
5734,TRUE
5735,TRUE
5745,FALSE
5752,TRUE
5758,TRUE
5762,TRUE
5767,TRUE
5771,TRUE
5776,FALSE
5786,TRUE
5794,TRUE
5795,TRUE
5799,TRUE
5800,TRUE
5805,TRUE
5808,TRUE
5809,TRUE
5811,TRUE
5813,FALSE
5815,TRUE
5818,FALSE
5820,TRUE
5822,TRUE
5823,TRUE
5824,TRUE
5828,TRUE
5831,TRUE
5832,TRUE
5834,TRUE
5835,TRUE
5838,TRUE
5839,FALSE
5841,TRUE
5844,TRUE
5848,TRUE
5849,TRUE
5850,TRUE
5851,TRUE
5855,TRUE
5856,TRUE
5860,TRUE
5861,TRUE
5866,TRUE
5868,TRUE
5881,FALSE
5882,TRUE
5888,TRUE
5890,TRUE
5899,TRUE
5900,TRUE
5901,TRUE
5903,TRUE
5905,TRUE
5913,TRUE
5914,TRUE
5916,TRUE
5917,FALSE
5918,TRUE
5921,TRUE
5925,TRUE
5932,TRUE
5934,FALSE
5944,TRUE
5947,TRUE
5958,TRUE
5960,TRUE
5966,TRUE
5969,TRUE
5970,TRUE
5977,TRUE
5982,TRUE
5983,TRUE
5986,TRUE
5994,TRUE
5995,TRUE
5997,TRUE
5999,TRUE
6000,TRUE
6001,TRUE
6002,TRUE
6007,TRUE
6008,TRUE
6009,FALSE
6010,TRUE
6017,TRUE
6020,TRUE
6021,TRUE
6024,TRUE
6026,FALSE
6027,TRUE
6029,TRUE
